"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Indian Institute of Information Technology(IIIT) Dharwad ","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4506","5405"
"Indian Institute of Information Technology(IIIT) Dharwad ","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8425","12479"
"Indian Institute of Information Technology(IIIT) Dharwad ","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4720","8657"
"Indian Institute of Information Technology(IIIT) Dharwad ","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2889","3625"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16079","33811"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1184","1184"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5598","5791"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","12513","13611"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","624","624"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7688","8765"
"Indian Institute of Information Technology(IIIT) Dharwad ","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3610","3998"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16619","32004"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","972","972"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4922","5099"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9355","11822"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","695","695"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1892","6306"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","869","2465"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16685","28686"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","678","684"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4305","4952"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7421","10747"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","486","486"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4352","5930"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1987","2261"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST (PwD)","Gender-Neutral","26","26"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","25768","35639"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1299","1299"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5384","5795"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11177","13529"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6129","7482"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2491","3066"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","37493","44016"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1733","1733"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6675","7218"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","13763","14598"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5386","8664"
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2882","3364"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","19629","30845"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","16262","30834"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","585","1144"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4607","5346"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9375","12074"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","9907","12568"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","540","540"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4088","8421"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","6544","8722"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2284","3849"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","3407","3407"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","20345","31904"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","23781","26139"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4812","5349"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8609","12230"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","12879","12879"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4420","8398"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","8822","8822"
"Indian Institute of Information Technology(IIIT) Kottayam","Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2414","3689"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","13824","34652"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","31887","32862"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5379","5540"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11408","12963"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","12579","12579"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8690","9065"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","9003","9003"
"Indian Institute of Information Technology(IIIT) Kottayam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2385","3922"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","24321","30856"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","928","1405"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4610","5228"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7933","11859"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6857","8312"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3083","3888"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN","Gender-Neutral","18655","27828"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN (PwD)","Gender-Neutral","2175","2175"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","4301","4579"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","9476","11298"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","7173","7935"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","3733","3879"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","26504","37800"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5714","5981"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11939","13778"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7943","9084"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3927","4372"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN","Gender-Neutral","29623","37407"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","5622","5670"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","12748","13873"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","4767","8795"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","4263","4311"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","14997","24004"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","822","1354"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3461","4014"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","178","178"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5776","9830"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","555","752"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4123","7047"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2664","3652"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","24251","31215"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","506","2577"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4727","5268"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9522","12190"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5903","8199"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3779","4097"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","7279","15831"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","667","892"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2308","2876"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","136","136"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","3362","6730"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","368","594"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2546","4913"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","366","2563"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16178","21088"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1133","1133"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3053","3740"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5949","8816"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5435","7089"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3223","3560"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","25529","34490"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","32567","35951"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1549","1954"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5168","5476"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","5658","5885"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9489","12882"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","13643","14291"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5450","8786"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","9019","9252"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3169","4128"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","3554","3554"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","35256","39374"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","37422","38000"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6042","6164"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","6625","6625"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","12562","13919"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","15342","15342"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8914","9287"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","9862","9873"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4333","4509"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","4645","4645"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","35638","42755"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","45874","45874"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6792","7089"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","14021","14621"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9250","9457"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","10001","10001"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3947","4619"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","5156","5156"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16672","24889"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1275","1275"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3855","4351"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6769","10021"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","945","945"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4505","7028"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2335","3521"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","18850","33283"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1612","1612"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5368","5660"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11831","13357"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7497","8667"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2810","4062"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","22535","28317"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1334","1334"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4519","4927"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","10117","11871"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7483","8014"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3198","3908"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","11153","19355"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","424","424"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2808","3363"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","137","137"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4480","7734"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","478","478"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1865","5756"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3240","3437"
