"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7563","7773"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8332","10056"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3450","4027"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","50006","64414"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","11466","11765"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","11943","14358"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","11244","14851"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","31814","42088"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6502","7173"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8271","9482"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4163","4684"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","43277","56101"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","9221","11352"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","11980","13976"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","6513","13300"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","46236","52095"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","8113","8113"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","9138","10709"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","5156","5156"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","64626","72692"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","13110","13418"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","17524","17524"
"Birla Institute of Technology, Mesra,  Ranchi","Chemistry (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","15393","19641"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","31507","42215"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1846","1846"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6607","6840"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6870","8499"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3287","3413"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","43975","54485"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","9550","10160"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","9754","11383"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","3965","9093"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","409","10737"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","846","913"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1463","1713"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","198","198"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1925","3686"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","480","1284"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","10839","15551"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","Gender-Neutral","966","974"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","2462","2951"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","5125","6489"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","1501","3685"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","13397","24765"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3683","3848"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6153","7234"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2367","2514"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","26740","30177"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","5010","6173"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","8858","9653"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","5135","7419"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","12735","18773"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1353","1621"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2739","3236"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4882","6091"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2420","3167"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","18894","26656"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","4097","4981"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","7739","9483"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","4532","6954"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","52896","58243"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","8927","9041"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","10554","10751"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","5626","5626"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","78775","80513"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","13219","13219"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","16917","16917"
"Birla Institute of Technology, Mesra,  Ranchi","Food Technology (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","15571","15571"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","10753","11986"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1207","1207"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1751","1864"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3939","4693"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1898","2324"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","15866","18584"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","Gender-Neutral","1524","1524"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","3097","3818"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","6584","8152"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","4099","5336"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","14455","25631"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","3864","4583"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","8385","10153"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","4436","5102"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","31925","53286"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","9149","11540"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","14684","18472"
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","13051","28057"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","22777","33060"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5180","5831"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7161","8803"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2345","3936"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","33982","42511"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","6440","7633"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","10046","11161"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","4685","8978"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","33588","48100"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","7760","7760"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","7851","10131"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","3175","3175"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","48813","66351"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","12047","12488"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","19142","19142"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","6539","23344"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","34721","46266"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7607","7852"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9039","10494"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4425","4987"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","51964","58101"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","10027","11263"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","11816","14447"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","9651","13588"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","10980","28657"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","4881","5063"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","7992","9722"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","4960","4960"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","49995","61197"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","11949","11949"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","14609","14609"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","11774","17275"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","36424","51549"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7846","8465"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","14310","17429"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9403","10492"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1882","4836"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","41208","68411"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","10496","10933"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","19295","21352"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","10290","12174"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4195","5508"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","52687","63167"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","9658","10200"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","17596","20286"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9592","11743"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3874","5315"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","54477","72740"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","11103","11494"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","20229","22404"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9792","12454"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4955","5676"
