"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","OPEN (PwD)","Gender-Neutral","1240","1240"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","EWS","Gender-Neutral","2103","2398"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","EWS","Female-only (including Supernumerary)","4938","4938"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","OBC-NCL","Gender-Neutral","5137","6688"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","OBC-NCL","Female-only (including Supernumerary)","11434","11701"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","SC","Gender-Neutral","2008","3890"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","SC","Female-only (including Supernumerary)","5267","6261"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","ST","Gender-Neutral","1688","1959"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","AI","ST","Female-only (including Supernumerary)","3424","3424"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","13443","19856"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","716","1028"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3008","3287"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5355","8265"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","812","812"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3828","5957"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1940","3163"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","20474","26324"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1209","1431"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3949","4350"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8545","10856"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3663","7503"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2640","3551"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","6446","19677"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","19983","25128"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","493","845"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2868","2908"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","4061","4061"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4847","7430"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","8096","12814"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","348","348"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3852","5836"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","2148","6628"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1622","2350"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2051","3076"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","20472","28394"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","18449","31152"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1152","1152"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4223","4569"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7917","10528"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","13372","14191"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6247","7688"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","7086","7551"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2928","3445"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","4182","4182"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17817","33989"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1273","1751"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5312","5586"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8708","12863"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3879","7650"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1461","3951"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","31794","39368"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","2516","2516"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5984","6310"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","13203","14129"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7831","9417"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4308","4515"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","11271","17054"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","530","1260"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2446","2970"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4984","7447"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","796","796"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3959","5812"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3171","3830"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17274","18681"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1427","1427"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3010","3393"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7535","8655"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3813","6407"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1401","4288"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","19589","29189"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1904","1904"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4397","5119"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","10379","11661"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6284","7887"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3841","3970"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","31334","38264"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5790","6328"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","10715","14337"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9160","9423"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4198","4611"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","29095","32830"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5344","5592"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8754","12711"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8414","9140"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3717","4406"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16406","24375"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1471","1773"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3532","4241"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6119","9545"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","656","656"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3973","7108"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1568","3090"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","24377","32178"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4886","5389"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9577","11619"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7376","8770"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3118","3808"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","11022","17737"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","18170","21468"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","646","1232"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Female-only (including Supernumerary)","1763","1763"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2463","3019"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","3633","3968"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4330","7397"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","6893","11829"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3841","5294"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","4943","6599"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1652","3176"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2421","3456"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17234","18998"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","21520","23128"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1269","1269"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3102","3152"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","4208","4208"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7476","7902"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","11931","12355"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","949","949"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5424","6021"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","7148","7148"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3208","3486"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2781","2781"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","5677","8674"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","10111","13543"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","513","662"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Female-only (including Supernumerary)","1774","1774"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1156","1342"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","1868","2818"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","83","83"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","2062","3705"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","5644","7076"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","266","266"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1874","2386"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","3647","4040"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","740","1051"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","1276","1350"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","451","4537"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","2810","8789"
